Indnum,Household heating < 70F,Household heating => 70F,Small kitchen appliance in the home,TV/computer use,Use of air conditioner,Use of heat pump,air travel - large plane,air travel - small  plane (<50 seats),bags of compost deposited (negative CF),bags of garbage disposed,bags of recycling deposited (negative CF),bath,car trips - 2+ people with multiple end points,car trips - driver and self,car trips- self only,hazardous or electric items disposed,large items disposed,shower - long (> 3 min),shower - short,trips using public ground transportation,use of  oven,use of clothes dryer,use of clothes washer,use of cooking range,use of dishwasher,use of self-clean feature of electric oven,wash-up
457,62.0,79.0,,24.0,51.0,45.0,45.0,,9.0,41.0,,10.0,,36.0,47.0,,19.0,73.0,84.0,52.0,33.0,21.0,44.0,,24.0,20.0,40.0
458,87.0,65.0,,31.0,54.0,44.0,41.0,,,45.0,,10.0,,36.0,43.0,,13.0,80.0,89.0,43.0,36.0,11.0,41.0,,25.0,14.0,38.0
459,74.0,65.0,,30.0,56.0,43.0,42.0,,,50.0,,16.0,,29.0,49.0,,14.0,88.0,82.0,62.0,35.0,18.0,32.0,,19.0,19.0,35.0
460,89.0,62.0,,28.0,43.0,55.0,47.0,,4.0,46.0,,14.0,,36.0,60.0,,15.0,88.0,95.0,57.0,32.0,21.0,27.0,,22.0,13.0,34.0
461,71.0,68.0,,23.0,57.0,43.0,49.0,,,46.0,,16.0,,37.0,43.0,,19.0,87.0,91.0,59.0,38.0,21.0,34.0,,20.0,15.0,29.0
462,87.0,81.0,,29.0,43.0,54.0,50.0,,,41.0,,21.0,,26.0,44.0,,20.0,84.0,82.0,43.0,32.0,16.0,34.0,,19.0,19.0,29.0
463,82.0,73.0,,26.0,52.0,41.0,41.0,,,42.0,,22.0,,34.0,51.0,,13.0,83.0,92.0,49.0,35.0,14.0,31.0,,25.0,20.0,30.0
464,89.0,76.0,,31.0,41.0,45.0,41.0,,,49.0,,9.0,,22.0,51.0,,20.0,92.0,95.0,51.0,41.0,11.0,31.0,,20.0,16.0,28.0
465,81.0,78.0,,29.0,50.0,42.0,50.0,,,44.0,,16.0,,28.0,59.0,,19.0,89.0,89.0,42.0,41.0,14.0,40.0,,24.0,20.0,37.0
466,65.0,74.0,,30.0,39.0,51.0,46.0,,15.0,49.0,,16.0,,23.0,52.0,,19.0,89.0,90.0,57.0,33.0,13.0,37.0,,23.0,17.0,36.0
467,75.0,77.0,,25.0,58.0,52.0,46.0,,15.0,46.0,,16.0,,29.0,56.0,,12.0,73.0,90.0,52.0,34.0,17.0,37.0,,25.0,18.0,34.0
468,65.0,90.0,,31.0,42.0,41.0,48.0,,,48.0,,18.0,,21.0,53.0,,13.0,73.0,95.0,49.0,41.0,14.0,34.0,,23.0,21.0,41.0
469,66.0,60.0,,30.0,58.0,55.0,46.0,,,42.0,,16.0,,25.0,56.0,,12.0,79.0,92.0,53.0,37.0,21.0,46.0,,25.0,20.0,26.0
470,63.0,72.0,,30.0,49.0,44.0,49.0,,,44.0,,14.0,,23.0,43.0,,20.0,82.0,88.0,55.0,33.0,13.0,29.0,,25.0,19.0,25.0
471,86.0,85.0,,29.0,51.0,49.0,48.0,,18.0,51.0,8.0,9.0,,38.0,49.0,,17.0,83.0,83.0,51.0,32.0,14.0,29.0,,24.0,19.0,41.0
472,72.0,91.0,,25.0,49.0,43.0,47.0,,,47.0,,11.0,,20.0,43.0,,15.0,81.0,97.0,49.0,36.0,16.0,31.0,,20.0,18.0,26.0
473,61.0,63.0,,24.0,39.0,55.0,51.0,,,41.0,,21.0,,23.0,47.0,,18.0,86.0,91.0,42.0,39.0,16.0,36.0,,25.0,16.0,43.0
474,74.0,64.0,,25.0,51.0,53.0,43.0,27.0,,41.0,,17.0,,38.0,62.0,,18.0,85.0,83.0,51.0,35.0,18.0,38.0,,20.0,15.0,38.0
475,72.0,70.0,,24.0,54.0,52.0,49.0,,,45.0,,16.0,,34.0,42.0,,20.0,91.0,92.0,57.0,35.0,13.0,27.0,,25.0,20.0,43.0
476,63.0,85.0,,25.0,58.0,46.0,47.0,,,44.0,,14.0,,34.0,46.0,,20.0,84.0,89.0,47.0,41.0,14.0,33.0,,21.0,16.0,29.0
477,65.0,92.0,,29.0,39.0,46.0,45.0,,,51.0,,15.0,,29.0,61.0,,12.0,82.0,89.0,51.0,35.0,17.0,32.0,,20.0,17.0,36.0
478,91.0,81.0,,31.0,38.0,40.0,51.0,,,45.0,,11.0,,31.0,53.0,,15.0,86.0,97.0,57.0,40.0,20.0,47.0,,19.0,15.0,41.0
479,84.0,64.0,,31.0,41.0,41.0,50.0,,,43.0,,13.0,,38.0,52.0,,18.0,82.0,97.0,57.0,31.0,21.0,47.0,,21.0,21.0,41.0
480,71.0,60.0,,24.0,48.0,40.0,44.0,,11.0,50.0,8.0,10.0,,38.0,49.0,,16.0,87.0,92.0,62.0,33.0,16.0,27.0,,22.0,13.0,25.0
481,82.0,64.0,,28.0,38.0,42.0,47.0,,,42.0,,17.0,,28.0,43.0,,19.0,81.0,93.0,44.0,35.0,14.0,42.0,,19.0,18.0,38.0
482,91.0,69.0,,21.0,46.0,52.0,41.0,,,50.0,,12.0,,24.0,46.0,,20.0,81.0,88.0,54.0,40.0,19.0,39.0,,20.0,12.0,39.0
483,73.0,81.0,,26.0,41.0,41.0,47.0,,,43.0,,21.0,,20.0,60.0,,14.0,77.0,91.0,58.0,33.0,11.0,35.0,,24.0,12.0,40.0
484,81.0,92.0,,22.0,42.0,41.0,44.0,,,49.0,,22.0,,27.0,54.0,,20.0,73.0,85.0,60.0,38.0,15.0,47.0,,23.0,18.0,40.0
485,64.0,60.0,,21.0,41.0,55.0,51.0,,,41.0,,18.0,,33.0,47.0,,12.0,81.0,97.0,51.0,37.0,21.0,28.0,,24.0,18.0,32.0
486,81.0,79.0,,29.0,57.0,53.0,51.0,,,51.0,,12.0,,38.0,42.0,,18.0,81.0,83.0,55.0,31.0,19.0,43.0,,20.0,21.0,43.0
487,93.0,63.0,,23.0,48.0,45.0,51.0,,4.0,43.0,,16.0,,27.0,61.0,,12.0,77.0,95.0,52.0,31.0,21.0,44.0,,25.0,19.0,37.0
488,78.0,60.0,,25.0,43.0,52.0,44.0,,,47.0,,19.0,,39.0,59.0,,17.0,87.0,83.0,57.0,38.0,15.0,40.0,,23.0,13.0,33.0
489,76.0,60.0,,21.0,40.0,42.0,50.0,,,47.0,,20.0,,37.0,57.0,,20.0,81.0,89.0,50.0,34.0,20.0,45.0,,25.0,15.0,27.0
490,89.0,70.0,,22.0,56.0,53.0,50.0,,,44.0,14.0,12.0,,24.0,48.0,,16.0,74.0,97.0,61.0,40.0,11.0,34.0,,20.0,17.0,43.0
491,90.0,88.0,,22.0,39.0,46.0,50.0,,,43.0,,19.0,,38.0,49.0,,16.0,91.0,86.0,48.0,34.0,21.0,40.0,,20.0,20.0,42.0
492,92.0,67.0,,27.0,47.0,41.0,41.0,,,44.0,,17.0,,37.0,50.0,,19.0,83.0,96.0,58.0,37.0,11.0,27.0,,24.0,13.0,39.0
493,73.0,93.0,,25.0,38.0,53.0,51.0,,,47.0,,19.0,,26.0,50.0,,19.0,81.0,90.0,42.0,40.0,15.0,44.0,,22.0,17.0,33.0
494,84.0,80.0,,23.0,57.0,54.0,46.0,,,47.0,,11.0,,27.0,51.0,,19.0,90.0,88.0,48.0,40.0,11.0,32.0,,20.0,17.0,25.0
495,72.0,69.0,,24.0,46.0,55.0,44.0,,,47.0,,9.0,,23.0,45.0,,18.0,84.0,85.0,55.0,33.0,21.0,43.0,,24.0,11.0,44.0
496,82.0,89.0,,26.0,58.0,47.0,49.0,,,45.0,,11.0,,40.0,47.0,,12.0,72.0,93.0,44.0,33.0,12.0,36.0,,22.0,13.0,36.0
497,76.0,88.0,,25.0,44.0,47.0,41.0,,,47.0,,20.0,,34.0,58.0,,19.0,90.0,85.0,56.0,36.0,18.0,44.0,,21.0,11.0,34.0
498,67.0,81.0,,23.0,42.0,48.0,46.0,,,50.0,,17.0,,38.0,51.0,,20.0,76.0,93.0,44.0,40.0,19.0,30.0,,21.0,21.0,37.0
499,72.0,78.0,,24.0,51.0,52.0,46.0,,9.0,48.0,,9.0,,26.0,42.0,,14.0,92.0,92.0,59.0,33.0,15.0,38.0,,25.0,12.0,41.0
500,90.0,93.0,,28.0,42.0,50.0,50.0,,13.0,41.0,,12.0,,25.0,42.0,,19.0,88.0,91.0,62.0,38.0,18.0,47.0,,24.0,13.0,43.0
501,77.0,74.0,,29.0,46.0,55.0,45.0,,,43.0,,10.0,,25.0,43.0,,18.0,80.0,92.0,45.0,40.0,21.0,48.0,,21.0,12.0,27.0
502,90.0,67.0,,29.0,47.0,48.0,46.0,,,49.0,,14.0,,20.0,48.0,,20.0,78.0,90.0,60.0,38.0,15.0,42.0,,23.0,15.0,24.0
503,93.0,75.0,,21.0,58.0,45.0,48.0,,,51.0,,16.0,,27.0,45.0,,12.0,78.0,84.0,53.0,38.0,15.0,38.0,,21.0,19.0,42.0
504,84.0,89.0,,25.0,38.0,46.0,47.0,,,41.0,,15.0,,21.0,60.0,,13.0,79.0,87.0,61.0,35.0,13.0,38.0,,21.0,18.0,40.0
505,64.0,64.0,,30.0,40.0,50.0,44.0,,,51.0,4.0,11.0,,23.0,44.0,,13.0,77.0,86.0,53.0,34.0,20.0,39.0,,22.0,16.0,38.0
506,61.0,81.0,,21.0,40.0,48.0,47.0,,,41.0,,16.0,,19.0,58.0,,16.0,78.0,85.0,56.0,39.0,12.0,40.0,,25.0,11.0,26.0
507,82.0,72.0,,22.0,50.0,53.0,41.0,,,48.0,,15.0,,38.0,54.0,,20.0,72.0,89.0,45.0,32.0,12.0,42.0,,24.0,19.0,27.0
508,70.0,85.0,,30.0,58.0,49.0,41.0,,,41.0,,20.0,,23.0,51.0,,20.0,73.0,98.0,44.0,35.0,13.0,48.0,,23.0,18.0,24.0
509,71.0,61.0,,22.0,44.0,53.0,49.0,,13.0,45.0,,22.0,,36.0,56.0,,16.0,92.0,88.0,48.0,40.0,16.0,44.0,,22.0,20.0,30.0
510,78.0,72.0,,28.0,39.0,51.0,47.0,,,46.0,,13.0,,34.0,52.0,,16.0,88.0,94.0,62.0,41.0,11.0,32.0,,23.0,15.0,42.0
511,74.0,67.0,,30.0,39.0,47.0,49.0,,,44.0,,9.0,,24.0,60.0,,14.0,92.0,97.0,59.0,31.0,11.0,33.0,,21.0,18.0,41.0
512,78.0,88.0,,28.0,39.0,51.0,50.0,,,43.0,,12.0,,38.0,56.0,,13.0,87.0,92.0,50.0,38.0,16.0,37.0,,21.0,19.0,40.0
513,62.0,63.0,,30.0,50.0,51.0,48.0,,,43.0,,19.0,,26.0,46.0,,15.0,79.0,95.0,56.0,32.0,20.0,47.0,,20.0,21.0,44.0
514,88.0,64.0,,29.0,41.0,55.0,43.0,,,47.0,,21.0,,20.0,62.0,,16.0,86.0,86.0,47.0,33.0,19.0,28.0,,20.0,13.0,34.0
515,91.0,90.0,,21.0,43.0,46.0,41.0,,,45.0,,10.0,,37.0,51.0,,13.0,84.0,95.0,60.0,41.0,21.0,44.0,,25.0,14.0,38.0
516,88.0,80.0,,31.0,58.0,43.0,48.0,,,50.0,,12.0,,21.0,51.0,,12.0,73.0,97.0,59.0,37.0,13.0,36.0,,25.0,13.0,26.0
517,81.0,75.0,,30.0,44.0,47.0,46.0,27.0,,50.0,,12.0,,22.0,46.0,,13.0,80.0,91.0,44.0,32.0,16.0,42.0,,20.0,15.0,35.0
518,77.0,71.0,,30.0,45.0,51.0,51.0,,,45.0,,12.0,,27.0,52.0,,15.0,80.0,94.0,55.0,38.0,20.0,31.0,,25.0,17.0,36.0
519,81.0,68.0,,31.0,56.0,50.0,42.0,,,46.0,,15.0,,40.0,53.0,,15.0,91.0,94.0,43.0,32.0,11.0,34.0,,20.0,20.0,42.0
520,89.0,82.0,,23.0,52.0,41.0,41.0,,11.0,48.0,,15.0,,20.0,48.0,,17.0,72.0,91.0,47.0,35.0,16.0,27.0,,24.0,21.0,41.0
521,80.0,66.0,,31.0,40.0,41.0,48.0,,,45.0,,15.0,,39.0,43.0,,13.0,72.0,98.0,60.0,39.0,11.0,41.0,,24.0,14.0,26.0
522,92.0,89.0,,30.0,57.0,44.0,50.0,,,45.0,,10.0,,26.0,44.0,,17.0,79.0,92.0,61.0,31.0,13.0,36.0,,21.0,12.0,28.0
523,67.0,81.0,,22.0,58.0,51.0,47.0,,9.0,50.0,,16.0,,21.0,55.0,,14.0,84.0,95.0,45.0,36.0,20.0,31.0,,23.0,17.0,26.0
524,64.0,89.0,,27.0,52.0,52.0,44.0,,,50.0,,10.0,,29.0,48.0,,20.0,80.0,98.0,53.0,35.0,16.0,37.0,,19.0,15.0,32.0
525,75.0,81.0,,22.0,48.0,54.0,42.0,,,49.0,,18.0,,40.0,49.0,,17.0,84.0,85.0,43.0,31.0,14.0,30.0,,20.0,17.0,37.0
526,92.0,70.0,,31.0,52.0,43.0,51.0,,,45.0,,17.0,,23.0,55.0,,20.0,92.0,84.0,42.0,31.0,15.0,33.0,,19.0,12.0,30.0
527,64.0,81.0,,24.0,48.0,43.0,51.0,,,47.0,,22.0,,31.0,54.0,,13.0,74.0,98.0,48.0,31.0,19.0,41.0,,24.0,21.0,40.0
528,87.0,91.0,,28.0,55.0,44.0,47.0,,,48.0,,17.0,,32.0,42.0,,14.0,76.0,95.0,58.0,33.0,16.0,28.0,,24.0,12.0,38.0
529,90.0,79.0,,22.0,52.0,45.0,51.0,,,45.0,,16.0,,37.0,50.0,,16.0,82.0,90.0,42.0,35.0,13.0,41.0,,19.0,17.0,25.0
530,60.0,70.0,,28.0,40.0,42.0,45.0,,,44.0,,15.0,,23.0,55.0,,18.0,83.0,82.0,54.0,38.0,15.0,29.0,,24.0,19.0,39.0
531,87.0,79.0,,31.0,52.0,44.0,46.0,,,49.0,,10.0,,21.0,42.0,,13.0,76.0,98.0,62.0,41.0,15.0,37.0,,24.0,18.0,34.0
532,79.0,68.0,,24.0,56.0,53.0,43.0,,,49.0,,22.0,,26.0,48.0,,14.0,78.0,88.0,50.0,32.0,14.0,34.0,,20.0,20.0,36.0
533,77.0,66.0,,31.0,41.0,43.0,51.0,,,46.0,,19.0,,23.0,49.0,,19.0,90.0,92.0,49.0,40.0,18.0,32.0,,25.0,13.0,42.0
534,92.0,65.0,,22.0,58.0,44.0,50.0,,,48.0,,12.0,,24.0,48.0,,17.0,75.0,89.0,55.0,35.0,21.0,41.0,,19.0,12.0,24.0
535,84.0,69.0,,31.0,46.0,42.0,46.0,,,41.0,,11.0,,26.0,45.0,,18.0,75.0,97.0,60.0,37.0,21.0,45.0,,19.0,16.0,34.0
536,84.0,77.0,,31.0,39.0,54.0,41.0,,,45.0,,17.0,,40.0,44.0,,13.0,81.0,92.0,48.0,37.0,15.0,37.0,,21.0,21.0,34.0
537,89.0,69.0,,25.0,39.0,49.0,50.0,,,48.0,,14.0,,26.0,43.0,,14.0,73.0,83.0,60.0,36.0,17.0,40.0,,25.0,21.0,44.0
538,77.0,92.0,,31.0,44.0,40.0,42.0,,,50.0,,14.0,,24.0,57.0,,16.0,89.0,98.0,47.0,31.0,18.0,27.0,,25.0,21.0,41.0
539,69.0,71.0,,27.0,49.0,40.0,42.0,,,50.0,,22.0,,20.0,49.0,,13.0,75.0,85.0,56.0,41.0,18.0,44.0,,20.0,18.0,31.0
540,90.0,93.0,,26.0,41.0,44.0,45.0,,,51.0,,16.0,,40.0,48.0,,17.0,78.0,98.0,47.0,39.0,11.0,42.0,,20.0,14.0,32.0
541,70.0,69.0,,28.0,49.0,53.0,44.0,,,45.0,,11.0,,33.0,52.0,,18.0,82.0,95.0,62.0,40.0,19.0,44.0,,20.0,21.0,39.0
542,70.0,91.0,,30.0,44.0,48.0,44.0,,,50.0,,20.0,,36.0,55.0,,17.0,78.0,91.0,57.0,39.0,12.0,46.0,,24.0,16.0,40.0
543,69.0,85.0,,27.0,53.0,49.0,44.0,,,45.0,,20.0,,40.0,46.0,,16.0,76.0,91.0,51.0,33.0,15.0,32.0,,22.0,21.0,39.0
544,77.0,91.0,,31.0,49.0,55.0,44.0,,,45.0,,22.0,,24.0,43.0,,15.0,89.0,95.0,53.0,36.0,18.0,37.0,,20.0,20.0,41.0
545,73.0,75.0,,24.0,51.0,44.0,44.0,,,42.0,,9.0,,35.0,49.0,,15.0,77.0,82.0,47.0,35.0,15.0,34.0,,24.0,17.0,33.0
546,92.0,60.0,,21.0,56.0,43.0,48.0,,,51.0,,18.0,,29.0,48.0,,14.0,92.0,89.0,58.0,38.0,13.0,41.0,,22.0,15.0,39.0
547,80.0,67.0,,23.0,52.0,42.0,44.0,,15.0,49.0,,16.0,,22.0,44.0,,15.0,80.0,94.0,55.0,40.0,21.0,35.0,,22.0,19.0,34.0
548,80.0,66.0,,30.0,39.0,49.0,46.0,,,42.0,,13.0,,19.0,42.0,,20.0,88.0,96.0,62.0,32.0,18.0,27.0,,23.0,17.0,31.0
549,90.0,90.0,,24.0,57.0,49.0,43.0,,,48.0,,18.0,,36.0,44.0,,13.0,75.0,94.0,56.0,38.0,16.0,48.0,,20.0,18.0,29.0
550,60.0,75.0,,22.0,50.0,49.0,49.0,,,47.0,,19.0,,28.0,60.0,,14.0,81.0,85.0,60.0,40.0,14.0,32.0,,20.0,20.0,34.0
551,87.0,62.0,,28.0,52.0,55.0,41.0,,,47.0,,22.0,,21.0,55.0,,12.0,81.0,89.0,50.0,39.0,21.0,45.0,,20.0,20.0,39.0
552,69.0,60.0,,21.0,53.0,46.0,41.0,,,49.0,,11.0,,34.0,45.0,,12.0,84.0,82.0,50.0,36.0,18.0,41.0,,25.0,19.0,32.0
553,85.0,91.0,,21.0,54.0,52.0,49.0,,,43.0,,15.0,,29.0,60.0,,18.0,78.0,98.0,48.0,33.0,14.0,36.0,,23.0,11.0,33.0
554,91.0,82.0,,25.0,43.0,44.0,45.0,,,41.0,,16.0,,22.0,55.0,,13.0,79.0,96.0,47.0,33.0,11.0,41.0,,25.0,11.0,44.0
555,72.0,60.0,,26.0,44.0,44.0,45.0,,,42.0,,12.0,,27.0,50.0,,17.0,90.0,93.0,47.0,31.0,14.0,44.0,,20.0,14.0,34.0
556,87.0,80.0,,30.0,50.0,48.0,45.0,,,46.0,,15.0,,25.0,45.0,,16.0,86.0,93.0,59.0,38.0,16.0,42.0,,25.0,20.0,25.0
557,75.0,68.0,,22.0,50.0,52.0,41.0,,,41.0,,21.0,,22.0,48.0,,19.0,82.0,86.0,51.0,36.0,16.0,44.0,,24.0,16.0,28.0
558,74.0,73.0,,24.0,42.0,53.0,43.0,,,51.0,,16.0,,31.0,43.0,,14.0,86.0,90.0,54.0,41.0,18.0,31.0,,19.0,15.0,32.0
559,63.0,89.0,,24.0,54.0,43.0,43.0,,13.0,49.0,,14.0,,31.0,62.0,,19.0,83.0,97.0,55.0,34.0,17.0,35.0,,22.0,17.0,29.0
560,76.0,67.0,,26.0,50.0,53.0,46.0,,,49.0,,12.0,,38.0,55.0,,14.0,83.0,82.0,52.0,32.0,17.0,31.0,,24.0,19.0,30.0
561,91.0,87.0,,23.0,49.0,48.0,42.0,,,50.0,,19.0,,34.0,50.0,,15.0,78.0,96.0,60.0,40.0,17.0,45.0,,24.0,21.0,25.0
562,70.0,66.0,,30.0,53.0,47.0,50.0,35.0,,47.0,,11.0,,22.0,57.0,,19.0,79.0,87.0,54.0,32.0,17.0,47.0,,19.0,16.0,38.0
563,75.0,61.0,,27.0,38.0,44.0,48.0,,,44.0,,12.0,,29.0,51.0,,13.0,92.0,97.0,48.0,37.0,16.0,42.0,,19.0,13.0,37.0
564,76.0,81.0,,26.0,58.0,44.0,45.0,,,47.0,,21.0,,24.0,49.0,,17.0,92.0,87.0,45.0,37.0,21.0,46.0,,19.0,14.0,26.0
565,65.0,80.0,,26.0,49.0,44.0,48.0,30.0,,45.0,,20.0,,39.0,60.0,,19.0,85.0,84.0,54.0,34.0,12.0,37.0,,19.0,18.0,43.0
566,71.0,84.0,,27.0,54.0,53.0,43.0,,11.0,51.0,,14.0,,26.0,44.0,,13.0,86.0,87.0,52.0,41.0,19.0,29.0,,19.0,16.0,29.0
567,66.0,93.0,,26.0,39.0,43.0,46.0,,18.0,50.0,,15.0,,28.0,61.0,,19.0,92.0,89.0,55.0,36.0,11.0,28.0,,21.0,20.0,38.0
568,80.0,86.0,,22.0,58.0,50.0,45.0,,,48.0,,10.0,,37.0,55.0,,19.0,73.0,94.0,43.0,34.0,18.0,35.0,,22.0,17.0,25.0
569,80.0,75.0,,29.0,55.0,54.0,51.0,,,43.0,,17.0,,21.0,60.0,,17.0,83.0,96.0,61.0,36.0,17.0,41.0,,20.0,14.0,27.0
570,72.0,62.0,,30.0,56.0,52.0,46.0,,,45.0,,12.0,,33.0,42.0,,16.0,91.0,89.0,50.0,38.0,15.0,31.0,,25.0,18.0,35.0
571,91.0,85.0,,22.0,40.0,51.0,42.0,,,44.0,,22.0,,19.0,47.0,,20.0,73.0,91.0,52.0,38.0,20.0,29.0,,20.0,14.0,39.0
572,67.0,92.0,,29.0,45.0,42.0,43.0,,,48.0,,21.0,,38.0,48.0,,19.0,79.0,88.0,59.0,40.0,19.0,29.0,,24.0,11.0,27.0
573,65.0,90.0,,22.0,49.0,43.0,41.0,,,46.0,,15.0,,39.0,56.0,,20.0,91.0,95.0,54.0,34.0,18.0,36.0,,20.0,15.0,31.0
574,93.0,85.0,,21.0,53.0,47.0,49.0,,,46.0,,20.0,,33.0,59.0,,12.0,89.0,96.0,44.0,31.0,21.0,28.0,,19.0,18.0,39.0
575,84.0,88.0,,31.0,51.0,42.0,50.0,,,45.0,,17.0,,38.0,54.0,,14.0,77.0,92.0,44.0,33.0,20.0,45.0,,20.0,18.0,24.0
576,81.0,64.0,,28.0,45.0,42.0,42.0,,,50.0,6.0,15.0,,28.0,43.0,,12.0,90.0,87.0,59.0,37.0,12.0,30.0,,19.0,13.0,27.0
577,87.0,65.0,,27.0,39.0,45.0,51.0,,,42.0,,13.0,,33.0,47.0,,16.0,89.0,96.0,54.0,41.0,14.0,46.0,,19.0,13.0,34.0
578,73.0,86.0,,24.0,56.0,55.0,43.0,,,45.0,10.0,9.0,,35.0,54.0,,18.0,90.0,95.0,62.0,35.0,17.0,27.0,,25.0,21.0,42.0
579,70.0,75.0,,23.0,42.0,40.0,45.0,,,46.0,,11.0,,30.0,47.0,,12.0,92.0,92.0,48.0,40.0,16.0,40.0,,22.0,15.0,30.0
580,75.0,90.0,,31.0,56.0,40.0,45.0,,,43.0,,14.0,,23.0,57.0,,20.0,74.0,89.0,52.0,41.0,14.0,27.0,,25.0,11.0,30.0
581,75.0,82.0,,26.0,38.0,53.0,42.0,,,51.0,,21.0,,34.0,48.0,,12.0,78.0,97.0,58.0,36.0,13.0,43.0,,20.0,21.0,26.0
582,62.0,85.0,,31.0,55.0,54.0,48.0,20.0,18.0,47.0,,9.0,,20.0,53.0,,20.0,77.0,95.0,53.0,38.0,14.0,34.0,,20.0,21.0,24.0
583,74.0,89.0,,26.0,43.0,51.0,47.0,,,50.0,,22.0,,31.0,44.0,,15.0,86.0,83.0,46.0,39.0,21.0,44.0,,24.0,12.0,38.0
584,65.0,74.0,,30.0,57.0,46.0,41.0,,,51.0,,22.0,,20.0,61.0,,12.0,90.0,85.0,59.0,40.0,21.0,46.0,,24.0,12.0,34.0
585,73.0,83.0,,22.0,53.0,40.0,42.0,,,42.0,,16.0,,20.0,51.0,,15.0,80.0,83.0,45.0,37.0,17.0,31.0,,22.0,21.0,35.0
586,80.0,84.0,,30.0,39.0,53.0,51.0,,,41.0,,22.0,,39.0,51.0,,13.0,89.0,89.0,42.0,40.0,21.0,35.0,,19.0,13.0,29.0
587,86.0,76.0,,26.0,57.0,42.0,51.0,,,47.0,,19.0,,27.0,45.0,,13.0,76.0,96.0,42.0,34.0,12.0,38.0,,25.0,15.0,33.0
588,75.0,90.0,,27.0,57.0,48.0,46.0,,6.0,47.0,,9.0,,26.0,48.0,,18.0,73.0,97.0,50.0,35.0,15.0,32.0,,21.0,11.0,43.0
589,85.0,68.0,,21.0,49.0,43.0,49.0,,,48.0,,22.0,,21.0,46.0,,15.0,86.0,86.0,42.0,31.0,11.0,46.0,,24.0,21.0,44.0
590,85.0,91.0,,26.0,54.0,40.0,41.0,,,47.0,,13.0,,40.0,59.0,,19.0,76.0,98.0,58.0,38.0,17.0,42.0,,23.0,13.0,27.0
591,75.0,82.0,,22.0,50.0,53.0,47.0,,,47.0,,22.0,,30.0,55.0,,16.0,78.0,82.0,56.0,40.0,16.0,44.0,,24.0,13.0,30.0
592,63.0,62.0,,26.0,39.0,47.0,51.0,,,49.0,,17.0,,19.0,59.0,,20.0,84.0,89.0,55.0,34.0,21.0,32.0,,25.0,15.0,42.0
593,69.0,70.0,,26.0,45.0,49.0,50.0,,,43.0,,22.0,,20.0,58.0,,15.0,81.0,97.0,54.0,37.0,18.0,38.0,,21.0,17.0,36.0
594,91.0,76.0,,31.0,53.0,44.0,41.0,,,45.0,,12.0,,21.0,60.0,,13.0,89.0,97.0,45.0,34.0,13.0,47.0,,21.0,21.0,43.0
595,64.0,67.0,,27.0,43.0,50.0,51.0,,13.0,51.0,,13.0,,29.0,59.0,,13.0,91.0,83.0,61.0,40.0,16.0,42.0,,23.0,11.0,44.0
596,84.0,64.0,,22.0,48.0,50.0,41.0,,,42.0,,18.0,,34.0,55.0,,14.0,78.0,87.0,51.0,31.0,15.0,39.0,,20.0,13.0,26.0
597,93.0,60.0,,22.0,51.0,49.0,50.0,,18.0,51.0,,10.0,,36.0,42.0,,19.0,86.0,92.0,44.0,37.0,18.0,34.0,,24.0,14.0,28.0
598,62.0,61.0,,31.0,41.0,50.0,51.0,,,45.0,,20.0,,22.0,53.0,,14.0,80.0,93.0,54.0,38.0,13.0,47.0,,23.0,11.0,42.0
599,70.0,78.0,,25.0,57.0,47.0,44.0,,15.0,51.0,,15.0,,21.0,59.0,,14.0,88.0,93.0,42.0,36.0,19.0,41.0,,25.0,19.0,34.0
600,69.0,61.0,,22.0,55.0,48.0,42.0,,,41.0,,21.0,,24.0,48.0,,16.0,92.0,98.0,52.0,33.0,11.0,37.0,,21.0,15.0,34.0
601,83.0,78.0,,24.0,58.0,46.0,50.0,,,41.0,,10.0,,27.0,53.0,,15.0,90.0,92.0,56.0,36.0,15.0,45.0,,25.0,14.0,37.0
602,79.0,79.0,,25.0,45.0,55.0,46.0,,,44.0,,15.0,,21.0,53.0,,16.0,75.0,94.0,42.0,34.0,18.0,39.0,,19.0,15.0,30.0
603,76.0,79.0,,29.0,58.0,43.0,44.0,,,46.0,,18.0,,32.0,60.0,,16.0,79.0,87.0,57.0,35.0,15.0,36.0,,25.0,20.0,34.0
604,61.0,64.0,,28.0,54.0,53.0,45.0,,,41.0,,18.0,,28.0,52.0,,12.0,80.0,93.0,51.0,36.0,20.0,31.0,,20.0,13.0,37.0
605,80.0,71.0,,22.0,56.0,55.0,48.0,,,48.0,,9.0,,28.0,59.0,,18.0,84.0,89.0,62.0,35.0,20.0,27.0,,23.0,17.0,31.0
606,71.0,76.0,,26.0,46.0,41.0,47.0,32.0,11.0,44.0,,13.0,,23.0,59.0,,17.0,74.0,89.0,44.0,39.0,19.0,43.0,,21.0,20.0,24.0
607,73.0,73.0,,23.0,39.0,54.0,45.0,,,46.0,,15.0,,32.0,61.0,,18.0,88.0,82.0,56.0,38.0,13.0,29.0,,23.0,21.0,26.0
608,62.0,81.0,,24.0,54.0,44.0,42.0,,,44.0,,21.0,,21.0,58.0,,20.0,86.0,98.0,62.0,35.0,21.0,29.0,,19.0,19.0,25.0
609,92.0,65.0,,23.0,46.0,46.0,49.0,,,49.0,,20.0,,40.0,58.0,,13.0,86.0,95.0,46.0,40.0,16.0,31.0,,25.0,18.0,29.0
