Indnum,Household heating < 70F,Household heating => 70F,Small kitchen appliance in the home,TV/computer use,Use of air conditioner,Use of heat pump,air travel - large plane,air travel - small  plane (<50 seats),bags of compost deposited (negative CF),bags of garbage disposed,bags of recycling deposited (negative CF),bath,car trips - 2+ people with multiple end points,car trips - driver and self,car trips- self only,hazardous or electric items disposed,large items disposed,shower - long (> 3 min),shower - short,trips using public ground transportation,use of  oven,use of clothes dryer,use of clothes washer,use of cooking range,use of dishwasher,use of self-clean feature of electric oven,wash-up
371,10.0,9.0,0.0,62.0,18.0,0.0,21.34,0.0,0.0,26.0,0.0,0.0,0.0,23.0,420.0,0.0,2.0,10.0,3.0,16.0,10.0,1.0,2.0,0.0,0.0,3.0,52.0
372,3.0,4.0,0.0,61.0,24.0,0.0,27.65,0.0,6.0,28.0,0.0,0.0,0.0,24.0,385.0,0.0,1.0,27.0,2.0,18.0,8.0,1.0,7.0,0.0,0.0,4.0,35.0
373,6.0,7.0,0.0,64.0,30.0,0.0,37.52,0.0,0.0,23.0,0.0,0.0,0.0,33.0,424.0,0.0,1.0,11.0,2.0,19.0,9.0,4.0,7.0,0.0,19.0,1.0,44.0
374,4.0,7.0,0.0,63.0,23.0,0.0,29.2,0.0,0.0,24.0,0.0,0.0,22.0,14.0,442.0,0.0,2.0,19.0,3.0,19.0,10.0,3.0,3.0,0.0,0.0,3.0,50.0
375,10.0,5.0,0.0,63.0,21.0,-5.0,37.42,0.0,0.0,20.0,0.0,0.0,19.0,39.0,303.0,0.0,1.0,14.0,3.0,12.0,11.0,2.0,3.0,0.0,0.0,2.0,48.0
376,3.0,1.0,0.0,63.0,32.0,0.0,34.65,0.0,0.0,18.0,0.0,0.0,0.0,30.0,363.0,2.0,2.0,32.0,3.0,14.0,8.0,1.0,3.0,0.0,0.0,3.0,48.0
377,1.0,8.0,0.0,61.0,29.0,0.0,30.79,0.0,0.0,24.0,0.0,0.0,0.0,40.0,429.0,0.0,2.0,40.0,7.0,12.0,8.0,1.0,2.0,0.0,0.0,2.0,36.0
378,2.0,3.0,0.0,61.0,31.0,0.0,28.17,0.0,0.0,24.0,0.0,0.0,11.0,10.0,388.0,1.0,2.0,37.0,3.0,19.0,9.0,4.0,3.0,0.0,0.0,4.0,32.0
379,8.0,8.0,0.0,61.0,23.0,0.0,38.88,0.0,0.0,19.0,0.0,0.0,0.0,15.0,411.0,0.0,0.0,26.0,6.0,12.0,10.0,3.0,2.0,0.0,0.0,4.0,45.0
380,3.0,4.0,0.0,64.0,27.0,-5.0,21.0,0.0,0.0,22.0,0.0,0.0,28.0,29.0,274.0,0.0,1.0,35.0,2.0,12.0,8.0,3.0,3.0,0.0,0.0,2.0,38.0
381,9.0,4.0,0.0,60.0,32.0,-3.0,30.69,0.0,0.0,28.0,0.0,0.0,0.0,38.0,420.0,0.0,2.0,18.0,6.0,15.0,12.0,2.0,3.0,0.0,0.0,1.0,52.0
382,10.0,3.0,0.0,63.0,30.0,0.0,24.35,0.0,0.0,25.0,0.0,0.0,11.0,34.0,411.0,0.0,1.0,29.0,3.0,16.0,11.0,4.0,2.0,0.0,0.0,3.0,34.0
383,6.0,8.0,0.0,61.0,16.0,0.0,27.77,6.72,0.0,24.0,0.0,0.0,0.0,19.0,356.0,0.0,1.0,30.0,7.0,15.0,9.0,2.0,2.0,0.0,0.0,1.0,34.0
384,6.0,3.0,0.0,60.0,17.0,0.0,24.95,0.0,0.0,23.0,0.0,0.0,0.0,26.0,463.0,0.0,0.0,23.0,4.0,13.0,10.0,1.0,4.0,0.0,0.0,2.0,32.0
385,10.0,3.0,0.0,62.0,19.0,0.0,22.52,0.0,0.0,26.0,0.0,0.0,20.0,31.0,272.0,0.0,1.0,26.0,8.0,13.0,12.0,2.0,8.0,0.0,0.0,4.0,37.0
386,6.0,7.0,0.0,59.0,28.0,0.0,27.89,0.0,0.0,18.0,0.0,0.0,0.0,39.0,446.0,0.0,1.0,23.0,7.0,12.0,12.0,3.0,8.0,0.0,0.0,1.0,52.0
387,4.0,8.0,0.0,61.0,31.0,0.0,23.59,0.0,0.0,25.0,0.0,0.0,11.0,21.0,313.0,0.0,1.0,40.0,2.0,12.0,12.0,3.0,2.0,0.0,0.0,4.0,34.0
388,7.0,6.0,0.0,64.0,19.0,0.0,34.56,4.34,0.0,28.0,0.0,0.0,0.0,34.0,299.0,0.0,2.0,25.0,4.0,17.0,10.0,1.0,3.0,0.0,0.0,2.0,39.0
389,3.0,3.0,0.0,60.0,25.0,0.0,39.7,0.0,0.0,19.0,0.0,0.0,29.0,37.0,356.0,0.0,1.0,17.0,4.0,13.0,11.0,1.0,6.0,0.0,0.0,3.0,46.0
390,10.0,2.0,0.0,60.0,24.0,0.0,39.12,6.07,0.0,25.0,4.0,0.0,0.0,31.0,283.0,0.0,1.0,38.0,3.0,18.0,12.0,2.0,3.0,0.0,18.0,4.0,53.0
391,9.0,1.0,0.0,64.0,19.0,0.0,23.06,0.0,0.0,22.0,0.0,0.0,0.0,26.0,302.0,0.0,0.0,31.0,2.0,17.0,10.0,3.0,5.0,0.0,15.0,2.0,47.0
392,6.0,9.0,0.0,61.0,26.0,0.0,20.06,0.0,0.0,18.0,0.0,0.0,0.0,23.0,265.0,0.0,1.0,24.0,2.0,19.0,8.0,3.0,6.0,0.0,0.0,3.0,45.0
393,7.0,9.0,0.0,63.0,15.0,0.0,24.41,0.0,0.0,19.0,0.0,0.0,0.0,40.0,388.0,0.0,0.0,37.0,2.0,13.0,10.0,4.0,5.0,0.0,0.0,2.0,45.0
394,8.0,5.0,0.0,59.0,31.0,0.0,31.8,0.0,0.0,24.0,0.0,0.0,0.0,10.0,302.0,0.0,2.0,13.0,6.0,18.0,12.0,1.0,7.0,0.0,0.0,3.0,37.0
395,3.0,1.0,0.0,59.0,23.0,0.0,23.75,0.0,0.0,26.0,0.0,0.0,10.0,40.0,451.0,0.0,1.0,29.0,8.0,16.0,8.0,2.0,6.0,0.0,13.0,4.0,50.0
396,3.0,4.0,0.0,60.0,16.0,-3.0,23.54,0.0,0.0,23.0,0.0,0.0,0.0,37.0,336.0,0.0,2.0,32.0,6.0,18.0,11.0,3.0,6.0,0.0,0.0,4.0,32.0
397,9.0,9.0,0.0,64.0,24.0,0.0,35.21,4.07,0.0,28.0,0.0,0.0,18.0,18.0,389.0,0.0,2.0,20.0,5.0,19.0,9.0,2.0,5.0,0.0,0.0,4.0,46.0
398,7.0,2.0,0.0,64.0,32.0,0.0,38.19,0.0,0.0,19.0,0.0,0.0,22.0,33.0,332.0,0.0,1.0,21.0,3.0,18.0,8.0,2.0,3.0,0.0,0.0,2.0,52.0
399,7.0,5.0,0.0,61.0,21.0,0.0,28.55,0.0,6.0,21.0,0.0,0.0,0.0,19.0,417.0,0.0,1.0,34.0,8.0,13.0,8.0,3.0,6.0,0.0,0.0,1.0,44.0
400,6.0,2.0,0.0,62.0,22.0,0.0,29.44,0.0,0.0,27.0,0.0,0.0,24.0,28.0,277.0,0.0,0.0,38.0,2.0,16.0,12.0,1.0,3.0,0.0,0.0,4.0,37.0
401,9.0,1.0,0.0,63.0,13.0,0.0,32.74,0.0,0.0,25.0,0.0,0.0,27.0,18.0,297.0,0.0,0.0,36.0,4.0,17.0,11.0,2.0,8.0,0.0,0.0,3.0,36.0
402,5.0,9.0,0.0,59.0,23.0,-3.0,29.74,0.0,0.0,25.0,0.0,0.0,12.0,22.0,309.0,0.0,1.0,22.0,3.0,19.0,8.0,3.0,4.0,0.0,0.0,2.0,45.0
403,10.0,4.0,0.0,63.0,14.0,0.0,32.47,0.0,0.0,24.0,0.0,0.0,10.0,27.0,428.0,0.0,1.0,12.0,5.0,13.0,11.0,4.0,6.0,0.0,0.0,3.0,34.0
404,6.0,1.0,0.0,63.0,29.0,0.0,23.04,0.0,5.0,21.0,0.0,0.0,19.0,28.0,431.0,0.0,2.0,21.0,4.0,19.0,11.0,2.0,6.0,0.0,0.0,2.0,48.0
405,7.0,6.0,0.0,58.0,24.0,0.0,23.0,0.0,0.0,18.0,0.0,0.0,0.0,22.0,291.0,0.0,1.0,32.0,7.0,15.0,9.0,2.0,4.0,0.0,0.0,1.0,51.0
406,6.0,4.0,52.0,63.0,26.0,0.0,20.65,0.0,0.0,28.0,0.0,0.0,13.0,32.0,449.0,0.0,2.0,27.0,2.0,16.0,10.0,2.0,4.0,10.0,0.0,4.0,41.0
407,3.0,2.0,60.0,63.0,27.0,-5.0,23.69,0.0,0.0,21.0,0.0,0.0,16.0,10.0,354.0,0.0,1.0,22.0,8.0,14.0,8.0,3.0,5.0,0.0,0.0,2.0,42.0
408,1.0,3.0,0.0,64.0,14.0,0.0,32.49,0.0,0.0,26.0,0.0,0.0,0.0,33.0,332.0,0.0,1.0,13.0,5.0,19.0,9.0,1.0,6.0,0.0,14.0,2.0,51.0
409,2.0,7.0,0.0,62.0,12.0,0.0,31.65,0.0,3.0,20.0,0.0,0.0,0.0,28.0,361.0,0.0,2.0,21.0,2.0,12.0,8.0,4.0,7.0,0.0,0.0,2.0,45.0
410,4.0,9.0,0.0,63.0,19.0,0.0,35.88,0.0,0.0,23.0,0.0,0.0,16.0,40.0,457.0,0.0,1.0,15.0,5.0,13.0,9.0,1.0,2.0,0.0,0.0,3.0,50.0
411,1.0,10.0,0.0,61.0,25.0,0.0,33.15,0.0,0.0,18.0,0.0,0.0,0.0,31.0,440.0,0.0,0.0,10.0,2.0,17.0,10.0,3.0,2.0,0.0,0.0,4.0,51.0
412,10.0,10.0,0.0,59.0,24.0,0.0,29.91,0.0,0.0,17.0,0.0,0.0,0.0,34.0,405.0,0.0,1.0,38.0,7.0,17.0,10.0,3.0,6.0,0.0,0.0,1.0,36.0
413,4.0,8.0,0.0,58.0,15.0,0.0,34.19,0.0,2.0,21.0,0.0,0.0,0.0,40.0,318.0,0.0,2.0,12.0,8.0,13.0,9.0,4.0,8.0,0.0,0.0,1.0,48.0
414,3.0,3.0,0.0,60.0,32.0,-5.0,29.04,0.0,0.0,26.0,0.0,0.0,0.0,28.0,387.0,0.0,2.0,38.0,5.0,16.0,9.0,4.0,7.0,0.0,0.0,3.0,33.0
415,1.0,2.0,0.0,60.0,14.0,0.0,23.02,0.0,0.0,28.0,0.0,0.0,22.0,40.0,386.0,2.0,1.0,39.0,4.0,15.0,9.0,2.0,2.0,14.0,0.0,3.0,49.0
416,8.0,9.0,0.0,62.0,21.0,0.0,22.86,0.0,2.0,17.0,0.0,0.0,15.0,15.0,434.0,0.0,2.0,31.0,3.0,12.0,12.0,3.0,4.0,0.0,0.0,1.0,53.0
417,6.0,10.0,0.0,58.0,32.0,0.0,31.34,5.54,0.0,26.0,0.0,0.0,0.0,32.0,438.0,0.0,0.0,31.0,3.0,15.0,8.0,4.0,6.0,0.0,0.0,3.0,54.0
418,2.0,2.0,0.0,63.0,20.0,0.0,23.07,4.0,0.0,24.0,0.0,0.0,26.0,19.0,388.0,0.0,2.0,28.0,8.0,12.0,9.0,1.0,6.0,0.0,0.0,1.0,35.0
419,2.0,6.0,0.0,58.0,22.0,0.0,21.36,0.0,0.0,20.0,0.0,0.0,20.0,19.0,390.0,0.0,1.0,15.0,6.0,12.0,9.0,1.0,6.0,0.0,0.0,2.0,55.0
420,1.0,4.0,0.0,58.0,28.0,0.0,29.83,0.0,7.0,21.0,2.0,0.0,0.0,32.0,281.0,0.0,2.0,33.0,2.0,17.0,8.0,4.0,6.0,0.0,0.0,3.0,40.0
421,5.0,7.0,0.0,62.0,21.0,0.0,33.2,0.0,0.0,28.0,0.0,0.0,19.0,20.0,464.0,1.0,2.0,28.0,5.0,17.0,11.0,4.0,4.0,0.0,0.0,4.0,39.0
422,8.0,9.0,0.0,59.0,29.0,0.0,27.61,0.0,0.0,19.0,0.0,0.0,0.0,11.0,316.0,0.0,2.0,18.0,2.0,13.0,11.0,2.0,5.0,0.0,0.0,1.0,52.0
423,4.0,3.0,0.0,59.0,30.0,-2.0,32.76,0.0,0.0,19.0,0.0,0.0,19.0,10.0,295.0,0.0,1.0,30.0,3.0,12.0,10.0,3.0,2.0,0.0,0.0,3.0,51.0
424,10.0,6.0,51.0,62.0,20.0,0.0,22.66,0.0,4.0,21.0,0.0,0.0,13.0,38.0,427.0,0.0,0.0,21.0,2.0,18.0,8.0,4.0,3.0,0.0,0.0,1.0,35.0
425,6.0,10.0,0.0,60.0,15.0,0.0,31.7,0.0,0.0,22.0,0.0,0.0,16.0,10.0,334.0,0.0,1.0,34.0,5.0,19.0,10.0,1.0,5.0,0.0,0.0,1.0,40.0
426,4.0,10.0,53.0,60.0,31.0,-2.0,34.38,0.0,0.0,22.0,0.0,0.0,30.0,10.0,371.0,0.0,0.0,22.0,3.0,14.0,12.0,4.0,8.0,0.0,0.0,1.0,42.0
427,5.0,5.0,0.0,58.0,14.0,0.0,20.78,0.0,0.0,21.0,0.0,0.0,0.0,16.0,394.0,0.0,2.0,22.0,2.0,15.0,12.0,2.0,3.0,0.0,11.0,1.0,40.0
428,2.0,1.0,0.0,60.0,25.0,0.0,32.09,0.0,5.0,24.0,0.0,0.0,0.0,26.0,371.0,0.0,1.0,11.0,6.0,13.0,10.0,3.0,4.0,0.0,0.0,4.0,46.0
429,4.0,5.0,0.0,58.0,17.0,0.0,21.68,0.0,0.0,21.0,0.0,0.0,0.0,15.0,403.0,0.0,2.0,10.0,6.0,17.0,8.0,4.0,8.0,0.0,0.0,4.0,37.0
430,6.0,3.0,0.0,63.0,28.0,-1.0,35.72,4.5,0.0,17.0,0.0,0.0,17.0,35.0,282.0,0.0,2.0,16.0,3.0,18.0,11.0,2.0,4.0,11.0,16.0,4.0,37.0
431,8.0,7.0,0.0,63.0,20.0,0.0,36.87,0.0,0.0,27.0,0.0,0.0,0.0,40.0,296.0,0.0,1.0,12.0,4.0,14.0,8.0,4.0,8.0,0.0,0.0,3.0,40.0
432,5.0,1.0,56.0,61.0,25.0,0.0,25.85,0.0,0.0,21.0,0.0,0.0,30.0,26.0,265.0,0.0,1.0,18.0,7.0,16.0,9.0,3.0,2.0,0.0,0.0,2.0,39.0
433,2.0,2.0,0.0,60.0,24.0,0.0,33.77,0.0,0.0,25.0,6.0,0.0,17.0,31.0,358.0,0.0,1.0,15.0,5.0,14.0,9.0,2.0,4.0,0.0,0.0,3.0,44.0
434,10.0,5.0,0.0,64.0,27.0,0.0,38.54,0.0,0.0,28.0,0.0,0.0,19.0,17.0,276.0,0.0,2.0,33.0,6.0,17.0,9.0,1.0,2.0,0.0,0.0,2.0,50.0
435,7.0,2.0,0.0,63.0,30.0,0.0,39.62,6.39,0.0,28.0,0.0,0.0,11.0,29.0,291.0,0.0,2.0,37.0,3.0,18.0,12.0,2.0,8.0,0.0,0.0,2.0,42.0
436,3.0,8.0,0.0,62.0,20.0,0.0,25.54,0.0,6.0,17.0,0.0,0.0,15.0,15.0,284.0,0.0,1.0,37.0,7.0,17.0,9.0,1.0,7.0,0.0,0.0,4.0,49.0
437,6.0,8.0,0.0,58.0,31.0,0.0,24.57,0.0,0.0,19.0,0.0,0.0,0.0,21.0,310.0,0.0,0.0,14.0,3.0,16.0,9.0,3.0,7.0,0.0,0.0,2.0,42.0
438,5.0,1.0,0.0,58.0,29.0,0.0,35.96,0.0,0.0,23.0,0.0,0.0,15.0,21.0,258.0,0.0,1.0,28.0,5.0,14.0,9.0,1.0,8.0,0.0,0.0,3.0,55.0
439,8.0,6.0,0.0,64.0,15.0,0.0,25.59,0.0,0.0,18.0,0.0,0.0,11.0,18.0,387.0,0.0,2.0,19.0,6.0,18.0,8.0,2.0,4.0,0.0,0.0,3.0,54.0
440,6.0,3.0,0.0,59.0,15.0,-5.0,29.31,0.0,0.0,26.0,0.0,0.0,27.0,33.0,433.0,0.0,2.0,19.0,6.0,14.0,11.0,2.0,2.0,0.0,0.0,1.0,40.0
441,2.0,9.0,0.0,61.0,12.0,0.0,25.15,0.0,0.0,27.0,0.0,0.0,21.0,37.0,311.0,0.0,2.0,38.0,3.0,12.0,9.0,4.0,6.0,0.0,0.0,3.0,48.0
442,8.0,9.0,0.0,59.0,22.0,0.0,20.83,0.0,0.0,24.0,0.0,0.0,0.0,29.0,406.0,0.0,2.0,36.0,4.0,12.0,10.0,2.0,5.0,0.0,16.0,3.0,44.0
443,8.0,9.0,0.0,58.0,13.0,0.0,21.23,0.0,3.0,19.0,0.0,0.0,12.0,21.0,343.0,0.0,2.0,12.0,8.0,18.0,12.0,1.0,8.0,0.0,0.0,1.0,34.0
444,4.0,7.0,0.0,63.0,28.0,0.0,38.96,0.0,0.0,18.0,0.0,0.0,0.0,13.0,321.0,0.0,0.0,15.0,5.0,13.0,8.0,2.0,6.0,0.0,0.0,4.0,55.0
445,6.0,7.0,0.0,64.0,27.0,0.0,27.4,0.0,0.0,25.0,0.0,0.0,0.0,32.0,348.0,0.0,2.0,30.0,4.0,16.0,12.0,2.0,2.0,0.0,0.0,2.0,36.0
446,6.0,9.0,0.0,61.0,16.0,0.0,24.86,0.0,3.0,21.0,0.0,0.0,0.0,32.0,370.0,0.0,0.0,28.0,4.0,15.0,11.0,3.0,3.0,0.0,0.0,2.0,41.0
447,9.0,4.0,0.0,61.0,17.0,0.0,30.11,0.0,0.0,24.0,0.0,0.0,0.0,12.0,305.0,0.0,0.0,19.0,5.0,12.0,8.0,4.0,2.0,0.0,0.0,1.0,32.0
448,3.0,1.0,0.0,61.0,21.0,0.0,23.28,0.0,8.0,28.0,0.0,0.0,0.0,20.0,388.0,0.0,2.0,25.0,3.0,13.0,12.0,3.0,8.0,0.0,0.0,3.0,49.0
449,3.0,5.0,0.0,58.0,17.0,0.0,35.39,0.0,0.0,26.0,0.0,0.0,0.0,20.0,457.0,0.0,0.0,40.0,6.0,16.0,8.0,1.0,2.0,0.0,0.0,4.0,53.0
450,8.0,9.0,62.0,60.0,23.0,-3.0,23.53,0.0,5.0,24.0,0.0,0.0,14.0,24.0,357.0,0.0,2.0,40.0,7.0,17.0,11.0,1.0,3.0,0.0,0.0,3.0,40.0
451,9.0,7.0,0.0,62.0,23.0,0.0,35.88,0.0,0.0,24.0,0.0,0.0,0.0,11.0,332.0,0.0,2.0,38.0,2.0,14.0,10.0,2.0,8.0,13.0,0.0,4.0,32.0
452,1.0,9.0,50.0,59.0,30.0,0.0,32.23,0.0,0.0,19.0,0.0,0.0,0.0,39.0,400.0,0.0,0.0,17.0,2.0,15.0,10.0,3.0,3.0,0.0,0.0,2.0,40.0
453,8.0,8.0,0.0,62.0,22.0,0.0,26.46,0.0,0.0,21.0,0.0,0.0,0.0,11.0,364.0,0.0,2.0,12.0,6.0,12.0,9.0,3.0,7.0,0.0,0.0,1.0,36.0
454,6.0,8.0,0.0,63.0,21.0,0.0,28.63,0.0,0.0,21.0,0.0,0.0,0.0,33.0,443.0,0.0,0.0,21.0,8.0,12.0,9.0,3.0,6.0,0.0,0.0,4.0,48.0
455,1.0,3.0,0.0,63.0,29.0,0.0,23.2,0.0,5.0,25.0,0.0,0.0,22.0,40.0,399.0,0.0,2.0,32.0,8.0,18.0,9.0,3.0,5.0,0.0,0.0,1.0,40.0
456,9.0,8.0,0.0,64.0,21.0,0.0,32.2,0.0,0.0,19.0,0.0,0.0,0.0,18.0,438.0,0.0,1.0,39.0,2.0,19.0,12.0,1.0,6.0,0.0,0.0,1.0,47.0
457,3.0,4.0,0.0,58.0,18.0,0.0,22.23,0.0,4.0,24.0,0.0,0.0,0.0,19.0,281.0,0.0,0.0,34.0,7.0,16.0,11.0,4.0,7.0,0.0,0.0,3.0,52.0
458,6.0,8.0,0.0,61.0,22.0,0.0,34.26,0.0,0.0,25.0,0.0,0.0,0.0,21.0,410.0,0.0,0.0,35.0,7.0,17.0,12.0,4.0,7.0,0.0,0.0,4.0,37.0
459,6.0,1.0,0.0,63.0,16.0,0.0,37.02,0.0,0.0,18.0,0.0,0.0,0.0,22.0,372.0,0.0,1.0,10.0,7.0,17.0,12.0,2.0,6.0,0.0,0.0,2.0,42.0
460,1.0,4.0,0.0,58.0,24.0,0.0,28.07,0.0,2.0,25.0,0.0,0.0,0.0,40.0,428.0,0.0,2.0,29.0,8.0,18.0,10.0,2.0,2.0,0.0,0.0,4.0,36.0
461,10.0,6.0,0.0,59.0,28.0,-4.0,37.86,0.0,0.0,28.0,0.0,0.0,28.0,15.0,275.0,0.0,1.0,36.0,4.0,16.0,11.0,1.0,2.0,0.0,0.0,4.0,34.0
462,8.0,8.0,0.0,62.0,28.0,0.0,20.28,0.0,0.0,20.0,0.0,0.0,0.0,17.0,305.0,0.0,0.0,39.0,4.0,17.0,12.0,4.0,2.0,16.0,0.0,2.0,48.0
463,9.0,7.0,0.0,61.0,13.0,0.0,25.74,0.0,0.0,18.0,0.0,0.0,20.0,20.0,393.0,0.0,0.0,15.0,4.0,18.0,9.0,1.0,7.0,0.0,0.0,1.0,48.0
464,2.0,9.0,0.0,62.0,25.0,0.0,35.78,0.0,0.0,24.0,0.0,0.0,0.0,24.0,284.0,0.0,2.0,25.0,4.0,18.0,9.0,4.0,3.0,0.0,0.0,4.0,46.0
465,6.0,5.0,0.0,59.0,15.0,0.0,22.08,0.0,0.0,27.0,0.0,0.0,0.0,27.0,435.0,0.0,1.0,12.0,8.0,15.0,10.0,1.0,8.0,0.0,0.0,2.0,47.0
466,2.0,8.0,0.0,60.0,14.0,0.0,37.93,0.0,7.0,20.0,0.0,0.0,0.0,26.0,348.0,0.0,1.0,25.0,3.0,12.0,11.0,1.0,8.0,0.0,0.0,4.0,48.0
467,7.0,8.0,0.0,60.0,25.0,0.0,21.47,0.0,7.0,19.0,0.0,0.0,0.0,22.0,405.0,0.0,1.0,28.0,5.0,19.0,12.0,2.0,6.0,0.0,0.0,4.0,46.0
468,5.0,6.0,0.0,60.0,14.0,0.0,29.31,0.0,0.0,22.0,0.0,0.0,0.0,39.0,265.0,0.0,0.0,30.0,3.0,15.0,10.0,3.0,6.0,0.0,0.0,2.0,49.0
469,1.0,4.0,0.0,61.0,13.0,0.0,29.99,0.0,0.0,23.0,0.0,0.0,17.0,10.0,309.0,0.0,1.0,38.0,3.0,13.0,11.0,3.0,7.0,10.0,0.0,4.0,33.0
470,4.0,9.0,0.0,59.0,15.0,0.0,33.48,0.0,0.0,26.0,0.0,0.0,30.0,10.0,388.0,0.0,0.0,13.0,3.0,12.0,10.0,4.0,5.0,0.0,0.0,4.0,46.0
471,4.0,1.0,0.0,58.0,29.0,-5.0,26.67,0.0,8.0,22.0,4.0,0.0,0.0,23.0,307.0,0.0,0.0,26.0,8.0,16.0,10.0,1.0,3.0,0.0,0.0,1.0,51.0
472,3.0,2.0,0.0,62.0,20.0,0.0,31.75,0.0,0.0,27.0,0.0,0.0,0.0,40.0,460.0,0.0,0.0,23.0,7.0,19.0,11.0,1.0,6.0,0.0,0.0,1.0,47.0
473,6.0,2.0,0.0,59.0,21.0,0.0,28.53,0.0,0.0,23.0,0.0,0.0,20.0,15.0,425.0,0.0,2.0,37.0,3.0,17.0,9.0,2.0,2.0,0.0,0.0,4.0,55.0
474,8.0,8.0,61.0,58.0,30.0,0.0,25.57,5.42,0.0,26.0,0.0,0.0,12.0,25.0,414.0,0.0,1.0,14.0,3.0,17.0,12.0,1.0,5.0,0.0,0.0,3.0,43.0
475,5.0,1.0,0.0,61.0,19.0,0.0,21.3,0.0,0.0,22.0,0.0,0.0,0.0,23.0,303.0,0.0,0.0,11.0,5.0,15.0,8.0,2.0,5.0,0.0,0.0,2.0,39.0
476,7.0,2.0,0.0,58.0,19.0,0.0,34.41,0.0,0.0,18.0,0.0,0.0,27.0,23.0,267.0,0.0,2.0,15.0,5.0,17.0,8.0,3.0,7.0,0.0,0.0,3.0,37.0
477,4.0,8.0,0.0,63.0,16.0,0.0,22.77,0.0,0.0,22.0,0.0,3.0,26.0,20.0,418.0,0.0,0.0,32.0,7.0,13.0,8.0,2.0,3.0,0.0,0.0,4.0,53.0
478,9.0,7.0,0.0,63.0,18.0,0.0,29.5,0.0,0.0,24.0,0.0,0.0,0.0,37.0,427.0,0.0,0.0,32.0,6.0,12.0,8.0,3.0,3.0,0.0,0.0,2.0,38.0
479,3.0,2.0,0.0,59.0,15.0,0.0,29.0,0.0,0.0,23.0,0.0,0.0,0.0,16.0,305.0,0.0,0.0,27.0,7.0,15.0,11.0,4.0,8.0,0.0,0.0,4.0,47.0
480,6.0,4.0,0.0,60.0,32.0,0.0,30.63,0.0,5.0,22.0,4.0,0.0,0.0,31.0,325.0,0.0,2.0,28.0,7.0,17.0,11.0,3.0,3.0,0.0,0.0,1.0,47.0
481,8.0,8.0,0.0,59.0,22.0,0.0,37.71,0.0,0.0,19.0,0.0,0.0,25.0,36.0,429.0,0.0,0.0,29.0,2.0,19.0,12.0,4.0,3.0,0.0,0.0,1.0,32.0
482,10.0,10.0,0.0,64.0,22.0,0.0,38.61,0.0,0.0,27.0,0.0,0.0,22.0,20.0,301.0,0.0,0.0,14.0,7.0,18.0,10.0,1.0,5.0,0.0,0.0,3.0,48.0
483,4.0,9.0,0.0,59.0,23.0,0.0,35.6,0.0,0.0,25.0,0.0,0.0,0.0,33.0,419.0,0.0,1.0,18.0,2.0,14.0,9.0,4.0,7.0,0.0,0.0,3.0,37.0
484,7.0,5.0,0.0,64.0,30.0,0.0,28.47,0.0,0.0,26.0,0.0,0.0,22.0,35.0,399.0,0.0,0.0,32.0,6.0,12.0,11.0,3.0,8.0,0.0,0.0,1.0,52.0
485,6.0,5.0,0.0,64.0,22.0,0.0,27.59,0.0,0.0,25.0,0.0,4.0,0.0,36.0,367.0,0.0,2.0,23.0,5.0,16.0,11.0,3.0,2.0,16.0,0.0,4.0,45.0
486,2.0,5.0,0.0,59.0,15.0,0.0,30.36,0.0,0.0,27.0,0.0,0.0,0.0,40.0,295.0,0.0,0.0,21.0,8.0,15.0,11.0,3.0,6.0,0.0,0.0,2.0,55.0
487,8.0,7.0,0.0,59.0,22.0,0.0,35.98,0.0,2.0,21.0,0.0,0.0,12.0,31.0,261.0,0.0,2.0,32.0,4.0,12.0,11.0,4.0,3.0,0.0,0.0,3.0,38.0
488,4.0,6.0,0.0,62.0,28.0,0.0,34.03,0.0,0.0,28.0,0.0,0.0,13.0,16.0,285.0,0.0,2.0,40.0,7.0,17.0,10.0,3.0,8.0,0.0,0.0,1.0,43.0
489,6.0,3.0,0.0,58.0,27.0,0.0,36.06,0.0,0.0,18.0,0.0,7.0,0.0,38.0,327.0,0.0,0.0,28.0,7.0,19.0,8.0,2.0,8.0,0.0,0.0,1.0,33.0
490,8.0,4.0,0.0,60.0,19.0,0.0,37.49,0.0,0.0,18.0,7.0,0.0,20.0,24.0,307.0,0.0,0.0,17.0,4.0,14.0,10.0,2.0,2.0,0.0,0.0,2.0,40.0
491,6.0,6.0,0.0,62.0,13.0,0.0,39.94,0.0,0.0,19.0,0.0,0.0,0.0,13.0,323.0,0.0,2.0,10.0,3.0,19.0,10.0,3.0,5.0,15.0,0.0,1.0,38.0
492,6.0,2.0,0.0,64.0,21.0,0.0,24.59,0.0,0.0,28.0,0.0,0.0,28.0,27.0,378.0,0.0,1.0,34.0,3.0,13.0,8.0,1.0,2.0,0.0,0.0,1.0,47.0
493,9.0,9.0,0.0,60.0,22.0,0.0,21.64,0.0,0.0,25.0,0.0,0.0,0.0,18.0,386.0,0.0,0.0,30.0,6.0,19.0,11.0,4.0,2.0,0.0,0.0,4.0,50.0
494,6.0,1.0,0.0,61.0,21.0,0.0,34.12,0.0,0.0,19.0,0.0,0.0,0.0,33.0,402.0,0.0,1.0,24.0,7.0,12.0,11.0,1.0,7.0,8.0,0.0,4.0,52.0
